Name,Tier,Size,Family,Series,vCPUs,MemoryGB,Generation,Architecture
Standard_E128-64as_v7,Standard,E128-64as_v7,MemoryOptimized,Easv7,128,1024,7,AMD
Standard_E128-64ds_v6,Standard,E128-64ds_v6,MemoryOptimized,Edsv6,128,1024,6,Intel
Standard_E128-64s_v6,Standard,E128-64s_v6,MemoryOptimized,Esv6,128,1024,6,Intel
Standard_E128ads_v7,Standard,E128ads_v7,MemoryOptimized,Eadsv7,128,1024,7,AMD
Standard_E128as_v7,Standard,E128as_v7,MemoryOptimized,Easv7,128,1024,7,AMD
Standard_E128ds_v6,Standard,E128ds_v6,MemoryOptimized,Edsv6,128,1024,6,Intel
Standard_E128ds_v7,Standard,E128ds_v7,MemoryOptimized,Edsv7,128,1024,7,Intel
Standard_E128s_v6,Standard,E128s_v6,MemoryOptimized,Esv6,128,1024,6,Intel
Standard_E128s_v7,Standard,E128s_v7,MemoryOptimized,Esv7,128,1024,7,Intel
Standard_M128,Standard,M128,MemoryOptimized,MS,128,2048,1,Intel
Standard_M128-32ms,Standard,M128-32ms,MemoryOptimized,MS,128,3892,1,Intel
Standard_M128-64bds_3_v3,Standard,M128-64bds_3_v3,MemoryOptimized,MBDSv3,128,2794,3,Intel
Standard_M128-64bds_v3,Standard,M128-64bds_v3,MemoryOptimized,MBDSv3,128,1024,3,Intel
Standard_M128-64bs_v3,Standard,M128-64bs_v3,MemoryOptimized,MBSv3,128,1024,3,Intel
Standard_M128-64ms,Standard,M128-64ms,MemoryOptimized,MS,128,3892,1,Intel
Standard_M128bds_3_v3,Standard,M128bds_3_v3,MemoryOptimized,MBDSv3,128,2794,3,Intel
Standard_M128bds_v3,Standard,M128bds_v3,MemoryOptimized,MBDSv3,128,1024,3,Intel
Standard_M128bs_v3,Standard,M128bs_v3,MemoryOptimized,MBSv3,128,1024,3,Intel
Standard_M128dms_v2,Standard,M128dms_v2,MemoryOptimized,MDSv2,128,3892,2,Intel
Standard_M128ds_v2,Standard,M128ds_v2,MemoryOptimized,MDSv2,128,2048,2,Intel
Standard_M128m,Standard,M128m,MemoryOptimized,MS,128,3892,1,Intel
Standard_M128ms,Standard,M128ms,MemoryOptimized,MS,128,3892,1,Intel
Standard_M128ms_v2,Standard,M128ms_v2,MemoryOptimized,MSv2,128,3892,2,Intel
Standard_M128s,Standard,M128s,MemoryOptimized,MS,128,2048,1,Intel
Standard_M128s_v2,Standard,M128s_v2,MemoryOptimized,MSv2,128,2048,2,Intel
Standard_ND128isr_NDR_GB200_v6,Standard,ND128isr_NDR_GB200_v6,GPU,ND GB200 v6,128,864,6,Intel
Standard_D160ads_v7,Standard,D160ads_v7,GeneralPurpose,Dadsv7,160,640,7,AMD
Standard_D160alds_v7,Standard,D160alds_v7,GeneralPurpose,Daldsv7,160,320,7,AMD
Standard_D160als_v7,Standard,D160als_v7,GeneralPurpose,Dalsv7,160,320,7,AMD
Standard_D160as_v7,Standard,D160as_v7,GeneralPurpose,Dasv7,160,640,7,AMD
Standard_E160ads_v7,Standard,E160ads_v7,MemoryOptimized,Eadsv7,160,1280,7,AMD
Standard_E160as_v7,Standard,E160as_v7,MemoryOptimized,Easv7,160,1280,7,AMD
Standard_HB176-144rs_v4,Standard,HB176-144rs_v4,HighPerformanceCompute,HBv4,176,768,4,Intel
Standard_HB176-24rs_v4,Standard,HB176-24rs_v4,HighPerformanceCompute,HBv4,176,768,4,Intel
Standard_HB176-48rs_v4,Standard,HB176-48rs_v4,HighPerformanceCompute,HBv4,176,768,4,Intel
Standard_HB176-96rs_v4,Standard,HB176-96rs_v4,HighPerformanceCompute,HBv4,176,768,4,Intel
Standard_HB176rs_v4,Standard,HB176rs_v4,HighPerformanceCompute,HBv4,176,768,4,Intel
Standard_HX176-144rs,Standard,HX176-144rs,HighPerformanceCompute,HX,176,1408,1,Intel
Standard_HX176-24rs,Standard,HX176-24rs,HighPerformanceCompute,HX,176,1408,1,Intel
Standard_HX176-48rs,Standard,HX176-48rs,HighPerformanceCompute,HX,176,1408,1,Intel
Standard_HX176-96rs,Standard,HX176-96rs,HighPerformanceCompute,HX,176,1408,1,Intel
Standard_HX176rs,Standard,HX176rs,HighPerformanceCompute,HX,176,1408,1,Intel
Standard_M176-88bds_4_v3,Standard,M176-88bds_4_v3,MemoryOptimized,MBDSv3,176,3892,3,Intel
Standard_M176-88bds_v3,Standard,M176-88bds_v3,MemoryOptimized,MBDSv3,176,1536,3,Intel
Standard_M176-88bs_v3,Standard,M176-88bs_v3,MemoryOptimized,MBSv3,176,1536,3,Intel
Standard_M176bds_4_v3,Standard,M176bds_4_v3,MemoryOptimized,MBDSv3,176,3892,3,Intel
Standard_M176bds_v3,Standard,M176bds_v3,MemoryOptimized,MBDSv3,176,1536,3,Intel
Standard_M176bs_v3,Standard,M176bs_v3,MemoryOptimized,MBSv3,176,1536,3,Intel
Standard_M176ds_3_v3,Standard,M176ds_3_v3,MemoryOptimized,MDSv3,176,2794,3,Intel
Standard_M176ds_4_v3,Standard,M176ds_4_v3,MemoryOptimized,MDSv3,176,3892,3,Intel
Standard_M176s_3_v3,Standard,M176s_3_v3,MemoryOptimized,MSv3,176,2794,3,Intel
Standard_M176s_4_v3,Standard,M176s_4_v3,MemoryOptimized,MSv3,176,3892,3,Intel
Standard_D192ds_v6,Standard,D192ds_v6,GeneralPurpose,Ddsv6,192,768,6,Intel
Standard_D192ds_v7,Standard,D192ds_v7,GeneralPurpose,Ddsv7,192,768,7,Intel
Standard_D192lds_v7,Standard,D192lds_v7,GeneralPurpose,Dldsv7,192,384,7,Intel
Standard_D192ls_v7,Standard,D192ls_v7,GeneralPurpose,Dlsv7,192,384,7,Intel
Standard_D192s_v6,Standard,D192s_v6,GeneralPurpose,Dsv6,192,768,6,Intel
Standard_D192s_v7,Standard,D192s_v7,GeneralPurpose,Dsv7,192,768,7,Intel
Standard_E192ds_v7,Standard,E192ds_v7,MemoryOptimized,Edsv7,192,1536,7,Intel
Standard_E192ids_v6,Standard,E192ids_v6,MemoryOptimized,Edsv6,192,1832,6,Intel
Standard_E192is_v6,Standard,E192is_v6,MemoryOptimized,Esv6,192,1832,6,Intel
Standard_E192s_v7,Standard,E192s_v7,MemoryOptimized,Esv7,192,1536,7,Intel
Standard_M192idms_v2,Standard,M192idms_v2,MemoryOptimized,MIDSv2,192,4096,2,Intel
Standard_M192ids_v2,Standard,M192ids_v2,MemoryOptimized,MIDSv2,192,2048,2,Intel
Standard_M192ims_v2,Standard,M192ims_v2,MemoryOptimized,MISv2,192,4096,2,Intel
Standard_M192is_v2,Standard,M192is_v2,MemoryOptimized,MISv2,192,2048,2,Intel
Standard_M208ms_v2,Standard,M208ms_v2,MemoryOptimized,MSv2,208,5700,2,Intel
Standard_M208s_v2,Standard,M208s_v2,MemoryOptimized,MSv2,208,2850,2,Intel
Standard_HB368-144rs_v5,Standard,HB368-144rs_v5,HighPerformanceCompute,HBv5,368,448,5,Intel
Standard_HB368-192rs_v5,Standard,HB368-192rs_v5,HighPerformanceCompute,HBv5,368,448,5,Intel
Standard_HB368-240rs_v5,Standard,HB368-240rs_v5,HighPerformanceCompute,HBv5,368,448,5,Intel
Standard_HB368-288rs_v5,Standard,HB368-288rs_v5,HighPerformanceCompute,HBv5,368,448,5,Intel
Standard_HB368-336rs_v5,Standard,HB368-336rs_v5,HighPerformanceCompute,HBv5,368,448,5,Intel
Standard_HB368-48rs_v5,Standard,HB368-48rs_v5,HighPerformanceCompute,HBv5,368,448,5,Intel
Standard_HB368-96rs_v5,Standard,HB368-96rs_v5,HighPerformanceCompute,HBv5,368,448,5,Intel
Standard_HB368rs_v5,Standard,HB368rs_v5,HighPerformanceCompute,HBv5,368,448,5,Intel
Standard_M416-208ms_v2,Standard,M416-208ms_v2,MemoryOptimized,MSv2,416,11400,2,Intel
Standard_M416-208s_v2,Standard,M416-208s_v2,MemoryOptimized,MSv2,416,5700,2,Intel
Standard_M416bs_v3,Standard,M416bs_v3,MemoryOptimized,MBSv3,416,3800,3,Intel
Standard_M416ds_10_v3,Standard,M416ds_10_v3,MemoryOptimized,MDSHighMemoryv3,416,9496,3,Intel
Standard_M416ds_12_v3,Standard,M416ds_12_v3,MemoryOptimized,MDSHighMemoryv3,416,11400,3,Intel
Standard_M416ds_6_v3,Standard,M416ds_6_v3,MemoryOptimized,MDSHighMemoryv3,416,5696,3,Intel
Standard_M416ds_8_v3,Standard,M416ds_8_v3,MemoryOptimized,MDSHighMemoryv3,416,7600,3,Intel
Standard_M416ds_9_v3,Standard,M416ds_9_v3,MemoryOptimized,MDSHighMemoryv3,416,8568,3,Intel
Standard_M416ms_v2,Standard,M416ms_v2,MemoryOptimized,MSv2,416,11400,2,Intel
Standard_M416s_10_v2,Standard,M416s_10_v2,MemoryOptimized,MSv2,416,9496,2,Intel
Standard_M416s_10_v3,Standard,M416s_10_v3,MemoryOptimized,MSHighMemoryv3,416,9496,3,Intel
Standard_M416s_12_v3,Standard,M416s_12_v3,MemoryOptimized,MSHighMemoryv3,416,11400,3,Intel
Standard_M416s_6_v3,Standard,M416s_6_v3,MemoryOptimized,MSHighMemoryv3,416,5696,3,Intel
Standard_M416s_8_v2,Standard,M416s_8_v2,MemoryOptimized,MSv2,416,7600,2,Intel
Standard_M416s_8_v3,Standard,M416s_8_v3,MemoryOptimized,MSHighMemoryv3,416,7600,3,Intel
Standard_M416s_9_v2,Standard,M416s_9_v2,MemoryOptimized,MSv2,416,8568,2,Intel
Standard_M416s_9_v3,Standard,M416s_9_v3,MemoryOptimized,MSHighMemoryv3,416,8568,3,Intel
Standard_M416s_v2,Standard,M416s_v2,MemoryOptimized,MSv2,416,5700,2,Intel
Standard_M624ds_12_v3,Standard,M624ds_12_v3,MemoryOptimized,MDSHighMemoryv3,624,11400,3,Intel
Standard_M624s_12_v3,Standard,M624s_12_v3,MemoryOptimized,MSHighMemoryv3,624,11400,3,Intel
Standard_M832ds_12_v3,Standard,M832ds_12_v3,MemoryOptimized,MDSHighMemoryv3,832,11400,3,Intel
Standard_M832ids_16_v3,Standard,M832ids_16_v3,MemoryOptimized,MIDSHighMemoryv3,832,15200,3,Intel
Standard_M832is_16_v3,Standard,M832is_16_v3,MemoryOptimized,MISHighMemoryv3,832,15200,3,Intel
Standard_M832s_12_v3,Standard,M832s_12_v3,MemoryOptimized,MSHighMemoryv3,832,11400,3,Intel
